Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12315608979,01/12/2021 01:07:02 AM,01/12/2021 01:16:20 AM,en,4,4,5,3,5,3,3,Story So Far,Line,,,3,1,4,4,2,3,1,3,4,4,4,2,4,4,4,3,4,4,3,2,1,1,4,3,2,4,1,1,1,2,4,2,1,,1,4,4,3,5,3,2,1,It’s one of my favorite songs. Found it at a turning point in my life and it’s been with me the last few years.,18,1,111,185,185,111,5,,3,1,,3,4,5,5,6,7,4,2,2,1,7,7,4,7,5,4,3,4,5,3,7,3,7,5,6,4,5,2
12315576820,01/12/2021 12:54:34 AM,01/12/2021 01:09:29 AM,en,5,3,4,2,3,2,2,Yoko Shimomura,Main Theme,Xenoblade Chronicles Original Soundtrack,https://www.youtube.com/watch?v=erKkWGfEW9U,3,1,4,4,2,1,1,3,3,3,3,2,2,3,3,4,3,1,1,1,1,1,1,1,1,4,1,2,1,1,4,2,1,awe,1,3,3,2,3,3,1,2,One of my favorite and most impactful songs that retains its initial impact on me no matter how familiar I am with it or how long its been.,10,1,185,185,185,185,2,,3,4,,2,4,6,6,6,7,5,1,3,4,4,4,5,5,4,4,2,4,1,1,4,2,6,6,5,5,7,4
12315598440,01/12/2021 01:02:56 AM,01/12/2021 01:04:47 AM,en,4,3,5,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315590214,01/12/2021 12:59:46 AM,01/12/2021 01:01:20 AM,en,4,2,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315533175,01/12/2021 12:37:29 AM,01/12/2021 12:55:19 AM,en,4,4,5,5,3,3,4,Foster the People,The Truth,Supermodel,,2,3,4,3,4,4,1,4,2,4,2,2,3,4,4,2,2,4,3,2,1,1,4,3,4,4,1,4,1,2,2,3,2,,4,1,2,4,5,2,5,3,"The song tells me I'm going to be okay. The part towards the end where it says ""the truth stands in the end, while you're deciding what to do"" always gives me chills.",22,1,185,185,185,185,4,,2,2,,2,4,7,6,7,7,6,2,3,1,5,6,5,5,4,3,3,3,2,3,5,7,7,7,7,1,3,1
12315575022,01/12/2021 12:53:51 AM,01/12/2021 12:54:03 AM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315571835,01/12/2021 12:52:35 AM,01/12/2021 12:53:46 AM,en,5,2,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315569211,01/12/2021 12:51:33 AM,01/12/2021 12:52:09 AM,en,5,4,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315517846,01/12/2021 12:31:37 AM,01/12/2021 12:51:27 AM,en,3,2,2,4,4,2,1,John Rutter/,Angel Carol,,,3,2,3,2,1,3,1,2,2,3,2,1,2,1,4,1,3,1,1,1,1,1,2,1,1,4,1,1,1,1,3,2,1,,3,2,1,3,4,2,2,1,"It's beautiful, particularly the harmonies. It resonates with me and I find it interesting and Uplifting and moving. ",26,1,1,1,1,1,2,,2,0,Unable to work disabled ,2,2,6,2,6,4,4,3,5,4,4,5,5,4,5,5,4,4,4,2,4,6,4,4,6,2,5,4
12315561968,01/12/2021 12:48:45 AM,01/12/2021 12:49:58 AM,en,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315527555,01/12/2021 12:30:53 AM,01/12/2021 12:43:57 AM,en,5,5,4,3,4,3,4,Frank Ocean,Pink Matter (feat. Andre 3000),Channel Orange,,1,1,3,2,1,2,1,2,2,3,3,3,4,3,4,4,3,3,2,1,1,3,2,4,4,1,3,2,1,2,3,1,1,,4,1,4,1,3,2,2,4,"It is nostalgic to a time period when I was not able to be around people that I loved! And so it is a very powerful and sad song to me, ever since.",12,2,185,185,185,185,4,,2,4,,2,4,5,4,5,4,6,4,6,3,6,6,4,6,4,4,6,5,3,5,6,5,5,4,5,5,5,2
12315528782,01/12/2021 12:35:54 AM,01/12/2021 12:36:18 AM,en,5,2,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315497833,01/12/2021 12:23:50 AM,01/12/2021 12:32:50 AM,en,4,3,3,3,3,2,2,Nine inch nails,Mr self destruct,The downward spiral,https://g.co/kgs/UqxdcX,1,2,1,1,2,2,2,3,1,3,1,3,4,4,4,4,1,3,2,1,4,4,1,4,4,4,1,3,3,3,1,1,3,,5,3,3,3,3,3,1,1,It was in my head,36,2,185,185,185,185,4,,2,2,,1,3,7,7,7,4,3,1,4,2,4,5,2,5,3,4,4,4,1,7,2,5,5,6,5,5,4,3
12315511249,01/12/2021 12:29:09 AM,01/12/2021 12:29:58 AM,en,4,1,5,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315489199,01/12/2021 12:20:30 AM,01/12/2021 12:21:33 AM,en,5,2,5,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315481843,01/12/2021 12:17:44 AM,01/12/2021 12:17:53 AM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315427948,01/11/2021 11:57:04 PM,01/12/2021 12:15:54 AM,en,2,3,4,4,4,4,1,David Choi,Better You,By My Side,https://youtu.be/wtge9AkN8Vk,4,4,3,3,4,2,3,3,3,3,4,4,4,3,4,4,3,4,4,2,2,2,3,3,4,4,1,3,2,2,4,3,2,Yearning,4,3,3,3,5,4,5,4,I could fall asleep to his voice.  Asian artists need more recognition.  He's my favourite singer in the whole word.  The message is so important.  It's free to listen to.  Even though it's free I've bought the song because it's so amazing.  It's probably my most listened song on my playlist,15,1,1,1,1,1,4,,4,7,,3,4,6,6,7,7,4,3,5,4,1,1,3,5,3,1,1,4,5,7,2,6,7,5,5,7,2,2
12315473906,01/12/2021 12:14:42 AM,01/12/2021 12:15:25 AM,en,5,3,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315444025,01/12/2021 12:03:12 AM,01/12/2021 12:13:36 AM,en,5,3,5,4,5,4,4,Neil Young,Heart of Gold,Harvest,,4,2,3,4,4,3,3,2,4,3,4,2,3,3,3,4,3,4,3,1,1,1,4,1,1,2,1,2,1,1,3,3,1,,3,3,4,1,5,5,2,4,My dad introduced me to it. He has greatly influenced my taste in music and we have bonded a lot over it,10,2,47,47,1,47,2,,3,4,,2,4,5,5,6,7,4,3,4,2,4,5,5,5,6,4,3,5,3,5,5,3,7,5,6,4,5,2
12315427677,01/11/2021 11:57:02 PM,01/12/2021 12:09:49 AM,en,4,4,5,5,5,5,2,Umm Kolthoum,Inta Omri,,https://m.youtube.com/watch?v=XPGHpBOt5sE,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,2,1,4,2,1,3,4,2,4,1,1,4,4,1,Tarab,4,3,5,5,5,5,5,3,Beautiful and love to dance to it and sing along,39,1,185,185,185,185,3,,2,0,Dance teacher/choreographer ,3,4,5,5,5,7,4,4,3,2,7,7,6,7,5,6,5,5,5,2,6,4,6,4,6,1,5,1
12315438296,01/12/2021 12:01:04 AM,01/12/2021 12:09:33 AM,en,5,3,3,2,3,2,2,Itsue,Goodnight Maboroshi,,,1,2,1,2,2,3,1,2,3,3,2,2,3,1,4,2,2,2,2,4,1,1,1,3,1,2,1,2,1,1,3,1,3,,3,4,4,3,3,3,1,1,,11,2,10,10,10,10,4,,1,2,,2,2,5,3,5,4,3,2,3,2,5,2,2,5,3,2,2,3,2,3,6,3,3,6,5,2,6,5
12315436743,01/12/2021 12:00:29 AM,01/12/2021 12:08:38 AM,en,5,2,3,2,4,2,2,Electric light orchestra,Last train to London,,,2,1,1,2,2,3,3,2,4,3,3,1,2,1,2,2,1,2,2,3,1,1,1,1,1,3,1,3,1,1,2,2,2,,3,3,4,4,2,3,1,5,This is the favourite song of my girlfriend,12,2,123,123,123,123,4,,2,1,,3,4,6,3,4,5,5,3,6,5,5,7,6,7,6,3,3,6,5,5,5,2,6,2,6,1,5,2
12315448300,01/12/2021 12:04:49 AM,01/12/2021 12:06:37 AM,en,5,4,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315414168,01/11/2021 11:51:39 PM,01/12/2021 12:02:49 AM,en,5,3,4,3,4,4,2,Gorillaz,Fire Flies,The Now Now,,3,4,2,3,1,1,1,1,2,2,1,2,4,4,4,4,2,2,1,1,1,1,4,3,1,4,1,1,1,2,4,1,1,,4,1,5,1,5,5,4,1,,12,1,61,61,61,61,4,,3,4,,2,4,7,2,6,5,1,1,1,1,5,5,2,2,7,2,3,5,1,3,2,7,4,6,2,6,3,2
12315390476,01/11/2021 11:43:04 PM,01/12/2021 12:01:25 AM,en,3,1,3,5,5,2,4,Be-Bop Deluxe,Axe Victim,Axe Victim,,2,2,1,2,1,1,2,2,3,3,2,1,1,1,2,1,1,1,2,3,1,1,4,2,1,2,1,2,1,1,4,1,1,,4,3,1,4,5,4,3,3,"It's my favorite song. It means quite a bit to me, I feel it is poetic and artistic.",10,1,185,185,185,185,2,,2,4,,2,4,5,5,6,7,5,3,3,5,6,6,5,3,5,5,5,4,5,4,4,5,3,5,5,6,4,1
12315416279,01/11/2021 11:52:44 PM,01/12/2021 12:00:19 AM,en,2,1,2,1,1,2,1,Enrique iglesias,Hero,,,4,1,1,4,4,4,4,1,4,4,4,1,4,1,4,4,4,1,1,4,1,1,4,1,1,4,4,4,1,1,1,1,1,,5,1,2,2,1,1,1,1,Wedding song/husband's favorite/memories with friends,23,1,185,185,185,185,5,,1,1,,3,1,6,6,6,6,6,1,2,2,7,7,4,5,4,4,4,5,7,5,7,2,6,2,3,3,3,3
12315410568,01/11/2021 11:50:30 PM,01/11/2021 11:59:24 PM,en,5,1,4,2,4,2,1,Lizzie McAlpine,Apple Pie,,,4,1,3,4,3,2,2,2,3,4,4,2,2,2,3,4,4,2,1,1,1,1,4,1,1,4,2,1,1,1,3,2,1,Affection,5,3,2,1,5,4,3,3,It makes me feel warm and fuzzy inside and filled with love for my partner,12,1,123,1,1,123,2,,3,1,,3,4,7,6,7,7,7,5,3,5,6,6,6,7,5,3,3,5,5,3,6,6,5,5,6,2,5,1
12315402895,01/11/2021 11:47:31 PM,01/11/2021 11:57:39 PM,en,3,3,4,5,3,3,3,Steeleye Span,Old maid in the garrett,,,2,1,1,1,4,4,4,4,4,4,3,1,2,2,3,1,2,3,1,4,1,1,2,1,1,2,2,4,2,1,2,4,4,,4,1,1,5,5,3,5,2,Because it's so retrograde in the lyrics that it’s ironic. Music is freeing and performance in enthusiastic.,21,1,83,83,83,83,5,,3,3,,2,4,7,6,6,6,7,4,3,4,3,7,5,6,3,2,1,2,2,3,3,4,6,5,5,4,3,2
12315383257,01/11/2021 11:40:29 PM,01/11/2021 11:57:33 PM,en,4,3,3,3,2,2,3,Stylust ,Bump in the Road ,,https://open.spotify.com/track/1WfKFSse0zOi1QdsC9f2II?si=I5c-ylkWTiqjo75TCTgPfg,4,1,4,2,4,3,2,2,4,3,1,2,2,2,4,3,2,3,1,2,1,1,3,2,2,4,1,4,1,1,1,2,1,,5,3,2,2,3,3,2,1,It was the first song that came to my mind. ,16,2,185,185,185,185,5,,2,4,,2,4,6,5,5,7,6,1,4,2,7,6,3,5,5,6,4,5,2,2,5,7,5,7,5,3,3,3
12315424211,01/11/2021 11:55:43 PM,01/11/2021 11:56:14 PM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315311977,01/11/2021 11:15:59 PM,01/11/2021 11:55:50 PM,en,4,3,5,4,3,3,2,Don McLean,American Pie,American Pie,,4,3,3,2,3,3,2,3,4,4,4,1,3,2,4,1,3,1,1,4,1,1,2,1,1,3,1,4,1,1,4,4,1,,3,4,3,5,5,4,1,1,"Discovered it about three months ago. Never had a song on repeat so many times before. It's quite long too, which turns me off most of the time but this song could go on for an hour and I wouldn't complain. Beautifully written and performed. Always gives me a great feeling, whether I'm feeling high or low.",9,2,123,123,123,123,2,,2,4,,2,3,6,5,5,7,5,1,2,2,5,6,6,5,4,4,3,6,4,5,6,3,4,6,5,5,7,2
12315414407,01/11/2021 11:52:00 PM,01/11/2021 11:52:58 PM,en,2,2,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315412179,01/11/2021 11:51:05 PM,01/11/2021 11:52:42 PM,en,5,4,5,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315391292,01/11/2021 11:43:19 PM,01/11/2021 11:52:16 PM,es,2,2,5,5,3,4,3,Luis Alberto Spinetta,Barro Tal Vez,Barro Tal Vez,https://youtu.be/w-iBgr-4EfI,2,2,1,2,3,3,1,3,3,3,2,1,1,1,4,2,3,3,2,3,1,1,2,2,1,3,1,3,1,1,3,2,1,,4,2,3,4,5,1,3,2,,10,2,52,65,65,52,2,,2,4,,2,4,7,6,6,7,4,3,4,5,7,6,7,6,4,5,4,5,6,7,5,6,7,5,6,5,3,2
12315388028,01/11/2021 11:42:14 PM,01/11/2021 11:49:13 PM,en,4,3,4,3,2,2,3,Bombay Bicycle Club,Always Like This,I Had The Blues But I Shook Them Loose,,2,2,2,2,3,4,1,3,4,4,2,2,2,2,2,4,1,2,2,2,1,1,2,2,1,3,1,4,1,1,3,3,1,,3,3,4,5,3,2,2,2,It was a song I listened to over and over as a young teen and still listen to to this day. Such a fun song and a great band,17,1,185,185,185,185,4,,1,1,,2,2,5,5,7,4,4,2,4,4,5,6,5,4,5,5,4,5,2,2,5,5,5,6,6,5,6,2
12315372814,01/11/2021 11:36:44 PM,01/11/2021 11:42:38 PM,en,4,2,2,4,2,4,3,Melanie Martinez,Play date,,,1,1,1,2,3,2,2,3,2,1,1,2,1,3,3,2,1,2,1,1,1,2,2,2,3,3,1,2,1,1,1,2,2,,5,1,2,1,3,1,3,1,,11,3,1,1,1,1,4,,2,2,,2,3,5,5,4,4,4,2,5,2,2,3,2,2,3,4,3,5,4,4,5,5,5,5,5,2,4,2
12315381878,01/11/2021 11:39:59 PM,01/11/2021 11:40:52 PM,en,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315334281,01/11/2021 11:22:33 PM,01/11/2021 11:39:10 PM,en,3,3,4,5,3,5,2,Seether,Against the Wall (Acoustic),,https://www.youtube.com/watch?v=qUP2LRqVHP4,2,2,3,1,3,1,2,1,1,1,2,4,4,4,4,2,1,2,1,1,2,1,1,3,4,3,1,2,1,3,2,1,1,Melancholy,4,4,3,2,5,4,5,2,One of the songs that I feel I can almost entirely relate to. I love the lyrics and music so much and it helps me feel understood.,15,2,185,185,185,185,3,,3,3,,1,4,6,5,3,7,3,1,2,3,5,5,2,6,3,5,3,6,1,2,5,6,5,7,5,2,2,3
12315320187,01/11/2021 11:18:27 PM,01/11/2021 11:31:16 PM,en,5,3,4,2,4,3,3,Tom Waits,Ol' 55,Closing Time,,4,2,2,3,2,2,1,3,3,3,3,3,4,3,3,4,4,3,2,1,1,2,2,4,1,3,1,1,1,1,2,1,1,,4,4,3,1,3,1,2,1,"It's a great song, and it has some important memories attached to it for me",18,2,10,10,10,10,4,,4,2,,1,4,7,3,6,7,5,1,2,1,7,7,3,7,4,2,3,6,1,2,5,1,5,7,6,5,7,3
12315284051,01/11/2021 11:05:42 PM,01/11/2021 11:28:16 PM,de,2,1,2,3,3,1,2,Karl Jenkins,The Armed Man,,,3,4,4,2,4,2,3,2,2,3,3,4,3,3,4,1,1,3,1,2,2,4,2,2,3,4,1,4,3,2,2,2,4,"Verzweiflung, Hoffnung",4,1,2,4,5,2,4,3,Es ist eine Friedensmesse und ich habe sie im Chor gesungen  Frieden auf Erden - eine sehr bewegende Sehnsucht,15,1,1,1,147,1,4,,3,4,,2,4,5,3,6,7,1,1,1,1,6,6,6,7,2,2,1,6,3,1,5,2,6,7,6,4,6,2
12315343616,01/11/2021 11:25:56 PM,01/11/2021 11:28:12 PM,en,4,2,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315336196,01/11/2021 11:24:12 PM,01/11/2021 11:24:41 PM,en,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315296952,01/11/2021 11:10:32 PM,01/11/2021 11:16:47 PM,de,5,4,5,5,4,3,5,Joji,Slow dancing in the dark,,,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,1,4,1,4,2,3,4,3,2,4,1,1,4,1,1,,5,4,5,3,5,2,4,5,,12,1,1,1,1,1,2,,2,0,Auszubildende ,2,4,7,6,7,5,6,6,4,7,5,7,3,3,7,6,7,7,3,5,6,6,4,6,6,2,3,5
12315288179,01/11/2021 11:07:26 PM,01/11/2021 11:15:59 PM,en,4,3,4,5,5,5,3,Lil Peep,Star Shopping,,,4,3,3,3,2,1,1,2,2,4,2,3,1,4,4,2,3,1,1,2,2,1,1,4,4,4,1,2,1,2,3,1,3,,4,3,2,1,4,4,4,1,It really helped me in dark periods in my life and has stuck with me since,16,2,168,168,168,168,2,,3,1,,2,4,6,5,6,7,6,2,4,2,7,7,2,5,4,5,4,6,1,5,4,6,3,6,6,5,5,2
12315276845,01/11/2021 10:57:58 PM,01/11/2021 11:12:56 PM,en,3,3,5,5,4,3,2,MAMAMOO,Wind Flower,Blues,https://www.youtube.com/watch?v=H8NCOA2bK6k&ab_channel=1theK%28%EC%9B%90%EB%8D%94%EC%BC%80%EC%9D%B4%29,4,4,3,2,3,3,2,4,4,4,3,4,3,4,4,3,4,4,4,1,1,1,4,4,3,3,1,2,1,1,4,1,1,,4,3,2,3,5,4,5,2,"Because it's beautiful. The video, the song and the lyrics, all are absolutely beautiful. They are also my favorite Kpop artists, and I have a lot of appreciation for them and their voices which brings an additional feeling of warmth and comfort. ",17,1,8,8,8,8,7,,2,0,Looking for work (over 6 months due to covid),1,3,6,6,7,7,1,1,1,1,7,7,3,4,4,2,2,7,2,1,5,5,7,7,7,7,3,7
12315254290,01/11/2021 10:54:42 PM,01/11/2021 11:12:12 PM,es,4,3,5,4,3,3,1,Daler Mehndi,Tunak Tunak Tun,,https://www.youtube.com/watch?v=vTIIMJ9tUc8,1,1,2,3,4,4,2,4,4,3,2,1,2,1,3,4,4,3,4,4,1,1,1,1,2,4,2,4,1,1,4,4,3,,3,2,5,4,5,5,3,5,,30,2,1,1,1,1,3,,1,1,,2,2,5,3,1,4,4,1,1,5,3,6,2,4,4,6,4,4,3,4,2,5,4,4,4,3,4,2
12315284803,01/11/2021 11:05:58 PM,01/11/2021 11:11:28 PM,en,4,3,5,5,5,5,3,Billy Joel,Piano Man,,,2,1,2,3,3,3,1,4,4,4,3,2,2,2,4,4,2,4,1,3,1,1,4,2,1,3,1,4,1,1,3,3,1,,3,2,5,5,5,5,4,5,,9,1,185,185,185,185,2,,4,4,,3,4,7,6,5,6,5,2,2,5,5,6,3,3,4,5,4,5,1,2,7,7,2,6,6,3,3,2
12315293013,01/11/2021 11:09:11 PM,01/11/2021 11:09:53 PM,en,3,3,5,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315243927,01/11/2021 10:50:50 PM,01/11/2021 11:09:39 PM,en,4,2,5,3,5,5,4,ABBA,One of us,,,3,2,3,2,3,2,2,4,4,4,3,2,4,3,4,3,4,2,2,2,1,2,2,1,2,4,2,3,1,1,4,1,1,,4,2,3,4,5,2,4,2,I grew up with ABBA because both of my parents are big fans! So there always is some kind of nostalgia swinging with the song. I also just absolutely love this song because its just so beautiful and the lyrics are amazing. ,9,1,169,169,169,169,2,,2,4,,3,4,3,3,5,6,4,1,2,4,4,5,7,6,5,4,3,6,7,5,2,7,7,4,5,5,2,1
12315291718,01/11/2021 11:08:40 PM,01/11/2021 11:09:16 PM,en,4,1,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315274737,01/11/2021 11:02:23 PM,01/11/2021 11:09:05 PM,en,5,2,4,4,5,2,3,BTS,Mikrokosmos,Map of the Soul: Persona,,4,1,4,3,3,1,1,2,2,2,3,2,2,2,2,3,4,1,1,2,1,1,4,3,1,4,1,2,1,1,4,1,1,,3,4,4,2,5,3,1,3,I have positive memories associated with it and it always brings up my mood/relaxes me.,10,1,10,10,10,10,2,,2,2,,2,3,6,5,6,3,7,5,6,6,5,3,5,4,2,2,3,5,3,1,5,1,5,5,2,4,6,5
12315248338,01/11/2021 10:52:26 PM,01/11/2021 11:07:10 PM,fr,5,1,2,5,3,3,1,Dying Fetus,Abandon all hope,Stop at nothing,https://www.youtube.com/watch?v=dj45T1s2fMc&ab_channel=DyingFetus-Topic,1,1,1,1,4,1,2,1,1,1,1,3,2,3,2,1,1,2,1,1,4,2,2,2,4,1,1,2,3,3,1,1,4,MAKE THEM PAY FOR EV RY STEP THEY TAAAAAAKKE REEEEEEEEEEEEE,4,4,1,2,5,4,3,2,"Most emotionally consistant song, 2dn best song of the album, best album, best band",10,2,1,1,1,1,8,,2,9,,1,4,6,7,6,5,6,6,6,6,2,1,3,4,3,3,2,2,2,6,4,6,3,2,3,4,2,3
12315280102,01/11/2021 11:04:28 PM,01/11/2021 11:05:14 PM,en,4,2,4,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315280071,01/11/2021 11:04:27 PM,01/11/2021 11:05:01 PM,en,4,3,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315257356,01/11/2021 10:55:56 PM,01/11/2021 11:02:15 PM,en,5,1,4,3,2,2,1,blue oyster cult,dont fear the reaper,,,3,1,2,1,3,1,1,3,3,4,3,2,1,2,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,2,1,1,,5,2,1,4,3,3,1,1,first one that popped into my mind,12,2,56,56,56,56,2,,2,1,,2,4,7,6,7,5,5,2,1,2,6,7,5,6,2,1,1,6,1,5,6,6,5,7,6,5,7,4
12315245624,01/11/2021 10:51:31 PM,01/11/2021 10:57:52 PM,en,3,4,5,4,5,5,3,King Princess,Talia,,,3,2,2,3,3,4,4,4,4,4,4,1,1,3,2,4,2,1,2,4,1,1,3,1,1,4,1,3,1,1,4,2,4,young,4,2,5,5,5,5,5,5,I chose this piece because it reminds me of the year I experienced peak happiness.,12,1,185,185,185,43,0,Some College,2,4,,2,4,5,5,6,7,4,3,1,1,7,7,7,7,3,5,4,7,6,1,5,4,7,3,7,1,4,3
